job_id,job_title,salary_usd,salary_currency,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,benefits_score,company_name,has_python,has_AWS,days_until_deadline,salary_bucket
AI09592,Ai Specialist,275426,USD,Part Time,Switzerland,M,Switzerland,0,"GCP, TensorFlow, Spark, Linux",Bachelor,16,Government,2024-04-04,2024-05-15,5.3,Ai Innovations,False,False,41,High
AI05572,Machine Learning Researcher,271583,EUR,Contract,Germany,L,Germany,0,"PyTorch, Spark, Git, Kubernetes",PhD,17,Energy,2024-04-06,2024-06-10,6.1,Ai Innovations,False,False,65,High
AI08575,Machine Learning Engineer,271306,USD,Contract,Denmark,M,South Korea,0,"R, SQL, GCP, MLOps",PhD,13,Automotive,2024-02-26,2024-05-01,9.0,Ai Innovations,False,False,65,High
AI01049,Data Engineer,269645,USD,Full Time,Australia,L,Australia,100,"Hadoop, Linux, Python, TensorFlow",Bachelor,16,Healthcare,2024-04-25,2024-06-16,7.2,Ai Innovations,False,False,52,High
AI04883,Ai Research Scientist,268888,USD,Part Time,Denmark,S,Denmark,0,"Java, SQL, Azure",Associate,16,Consulting,2025-04-10,2025-06-05,8.3,Ai Innovations,False,False,56,High
AI03729,Machine Learning Engineer,267767,USD,Contract,Canada,L,Sweden,100,"Kubernetes, Python, Deep Learning",PhD,13,Telecommunications,2024-09-11,2024-10-12,6.2,Ai Innovations,False,False,31,High
AI02021,Data Scientist,266719,USD,Part Time,Sweden,L,Sweden,50,"Hadoop, Scala, GCP, Docker",Bachelor,18,Government,2024-12-21,2025-01-23,9.7,Ai Innovations,False,False,33,High
AI02102,Ai Consultant,266051,USD,Full Time,United States,M,United States,100,"TensorFlow, Git, PyTorch, Docker, NLP",Associate,16,Energy,2024-09-16,2024-11-18,7.6,Ai Innovations,False,False,63,High
AI02548,Robotics Engineer,263846,USD,FT,United States,S,United States,0,"Azure, TensorFlow, Docker",Bachelor,11,Finance,2025-02-19,2025-04-16,9.3,Ai Innovations,False,False,56,High
AI01515,Nlp Engineer,263686,USD,Part Time,Denmark,S,Denmark,50,"Linux, TensorFlow, Python, Azure",Master,17,Automotive,2025-01-21,2025-03-04,5.7,Ai Innovations,False,False,42,High
AI03659,Deep Learning Engineer,263671,USD,Part Time,Norway,M,India,50,"Kubernetes, Python, Data Visualization",Master,16,Healthcare,2024-12-13,2025-01-12,9.8,Ai Innovations,False,False,30,High
AI02349,Data Scientist,260654,USD,Part Time,Switzerland,L,India,0,"Scala, Data Visualization, Java, Linux",PhD,11,Manufacturing,2024-06-05,2024-06-29,5.1,Ai Innovations,False,False,24,High
AI12250,Ai Software Engineer,257992,EUR,Contract,Netherlands,L,Netherlands,50,"Kubernetes, Spark, Tableau, SQL, GCP",Master,18,Real Estate,2024-06-10,2024-07-15,5.1,Ai Innovations,False,False,35,High
AI11130,Data Engineer,255585,EUR,FT,Netherlands,M,Netherlands,100,"Scala, Azure, MLOps, Statistics",Master,19,Energy,2024-04-26,2024-05-31,8.2,Ai Innovations,False,False,35,High
AI03624,Ai Research Scientist,254413,USD,Part Time,Norway,S,Norway,0,"Python, TensorFlow, Deep Learning",Master,13,Retail,2024-12-19,2025-02-16,9.6,Ai Innovations,True,False,59,High
AI01599,Ai Software Engineer,253997,GBP,Part Time,United Kingdom,L,United Kingdom,50,"Mathematics, AWS, Computer Vision, Tableau, Spark",Associate,15,Energy,2024-12-30,2025-02-25,7.4,Ai Innovations,False,False,57,High
AI08893,Machine Learning Engineer,252584,USD,Contract,Sweden,L,Sweden,0,"AWS, Scala, Docker",Bachelor,13,Transportation,2024-12-06,2025-01-08,8.8,Ai Innovations,False,True,33,High
AI12278,Ai Research Scientist,251751,USD,Part Time,United States,M,United States,50,"Python, TensorFlow, AWS, Tableau, Docker",Associate,12,Retail,2024-05-29,2024-08-04,6.6,Ai Innovations,True,False,67,High
AI03093,Deep Learning Engineer,249665,USD,FT,United States,L,Netherlands,100,"Python, SQL, Java, Mathematics, Hadoop",Bachelor,15,Education,2025-04-03,2025-06-13,9.4,Ai Innovations,True,False,71,High
AI09682,Data Engineer,248302,USD,Full Time,Denmark,M,Denmark,50,"SQL, Deep Learning, Python",PhD,10,Gaming,2024-10-12,2024-11-28,8.7,Ai Innovations,False,False,47,High
AI14650,Ai Research Scientist,247966,USD,Part Time,Switzerland,S,Switzerland,50,"PyTorch, Deep Learning, Azure, Java",Master,12,Transportation,2024-01-18,2024-02-15,8.4,Ai Innovations,False,False,28,High
AI06756,Ai Architect,247271,USD,FT,Switzerland,L,Switzerland,50,"Azure, Linux, Statistics, Computer Vision",Bachelor,5,Energy,2025-01-06,2025-02-04,5.1,Ai Innovations,False,False,29,High
AI03546,Data Engineer,246407,USD,Part Time,Norway,L,Norway,100,"Linux, SQL, Kubernetes, Java, Spark",Master,14,Consulting,2025-01-12,2025-03-01,8.3,Ai Innovations,False,False,48,High
AI04297,Research Scientist,245721,USD,Full Time,Norway,M,Norway,50,"Python, Computer Vision, PyTorch, GCP, Mathematics",Associate,16,Manufacturing,2025-03-03,2025-04-01,5.8,Ai Innovations,True,False,29,High
AI02411,Deep Learning Engineer,244334,USD,Full Time,Switzerland,M,Ireland,100,"Scala, Azure, Data Visualization",PhD,17,Media,2024-06-17,2024-08-19,6.8,Ai Innovations,False,False,63,High
AI12654,Data Scientist,243811,USD,Full Time,Australia,L,Australia,50,"TensorFlow, Kubernetes, AWS, Spark",Associate,10,Automotive,2024-10-16,2024-11-22,5.4,Ai Innovations,False,False,37,High
AI10783,Nlp Engineer,239265,USD,FT,Sweden,M,Sweden,0,"Scala, PyTorch, GCP",Associate,11,Government,2025-03-08,2025-05-14,9.0,Ai Innovations,False,False,67,High
AI09687,Research Scientist,237344,USD,FT,Denmark,S,Denmark,0,"Python, TensorFlow, Linux, Statistics",PhD,12,Real Estate,2024-04-23,2024-07-05,5.5,Ai Innovations,True,False,73,High
AI04111,Computer Vision Engineer,236163,USD,Part Time,Singapore,L,Singapore,100,"Deep Learning, SQL, R, Statistics, GCP",PhD,10,Technology,2024-09-19,2024-10-11,9.8,Ai Innovations,False,False,22,High
AI11695,Ai Product Manager,236130,USD,FT,Denmark,S,France,50,"Kubernetes, Deep Learning, Azure, GCP, TensorFlow",Master,10,Retail,2024-03-28,2024-05-19,8.2,Ai Innovations,False,False,52,High
AI07052,Head Of Ai,236052,USD,Full Time,Canada,M,Canada,100,"SQL, PyTorch, TensorFlow, AWS, R",PhD,14,Education,2024-11-21,2025-01-02,5.3,Ai Innovations,False,False,42,High
AI05383,Ml Ops Engineer,235764,USD,FT,Sweden,M,Sweden,100,"TensorFlow, R, PyTorch",Master,18,Retail,2024-10-14,2024-12-21,5.7,Ai Innovations,False,False,68,High
AI05905,Ml Ops Engineer,235058,USD,FT,Denmark,M,Denmark,0,"Git, Azure, Java",Associate,16,Telecommunications,2024-09-22,2024-10-14,8.5,Ai Innovations,False,False,22,High
AI10472,Data Scientist,234296,EUR,FT,Netherlands,M,Netherlands,0,"PyTorch, TensorFlow, GCP, Docker",Bachelor,18,Healthcare,2024-07-22,2024-09-19,6.2,Ai Innovations,False,False,59,High
AI06832,Machine Learning Researcher,233862,USD,Full Time,Singapore,L,Singapore,100,"R, Docker, PyTorch",Bachelor,11,Gaming,2024-02-19,2024-04-01,5.3,Ai Innovations,False,False,42,High
AI14184,Ai Product Manager,233784,USD,Part Time,Canada,L,India,50,"Statistics, Python, MLOps",Bachelor,12,Real Estate,2025-04-30,2025-06-04,9.0,Ai Innovations,False,False,35,High
AI01264,Ai Research Scientist,233643,USD,Full Time,Denmark,M,Denmark,100,"Kubernetes, Tableau, Scala, Python, Linux",Bachelor,14,Finance,2025-04-11,2025-05-18,9.0,Ai Innovations,False,False,37,High
AI05939,Data Analyst,232905,USD,FT,Singapore,S,Singapore,50,"Mathematics, Deep Learning, Tableau, TensorFlow",Associate,14,Gaming,2024-08-08,2024-09-18,9.1,Ai Innovations,False,False,41,High
AI14447,Data Engineer,232077,USD,FT,Norway,L,Norway,0,"Scala, Java, Computer Vision, Tableau, Mathematics",Master,10,Energy,2024-01-30,2024-03-20,9.7,Ai Innovations,False,False,50,High
AI09220,Ai Research Scientist,230794,USD,Contract,Sweden,M,China,100,"PyTorch, R, Computer Vision, TensorFlow",PhD,14,Finance,2024-12-26,2025-01-15,9.6,Ai Innovations,False,False,20,High
AI05172,Machine Learning Engineer,229975,EUR,Contract,Netherlands,S,Finland,50,"GCP, Mathematics, Hadoop",Associate,16,Gaming,2024-01-26,2024-03-03,9.2,Ai Innovations,False,False,37,High
AI07216,Ai Product Manager,229928,USD,Contract,Norway,L,Ireland,0,"Kubernetes, Docker, Computer Vision",Master,18,Education,2024-11-18,2024-12-29,6.9,Ai Innovations,False,False,41,High
AI11475,Ai Architect,228101,EUR,FT,Netherlands,S,Netherlands,50,"AWS, SQL, Data Visualization, Tableau",Master,17,Telecommunications,2024-05-26,2024-07-18,9.6,Ai Innovations,False,True,53,High
AI12516,Head Of Ai,228077,USD,FT,Switzerland,S,Switzerland,50,"Scala, Git, TensorFlow",Bachelor,15,Real Estate,2024-07-28,2024-09-15,8.9,Ai Innovations,False,False,49,High
AI13868,Ai Specialist,227344,USD,FT,Norway,L,Denmark,50,"AWS, Azure, TensorFlow",PhD,6,Transportation,2024-05-23,2024-07-10,7.9,Ai Innovations,False,True,48,High
AI12184,Machine Learning Researcher,225886,EUR,Full Time,France,M,Austria,0,"TensorFlow, Statistics, Docker, Scala, AWS",Associate,12,Retail,2024-10-13,2024-10-29,7.9,Ai Innovations,False,False,16,High
AI04074,Ai Product Manager,225000,USD,Full Time,Singapore,S,Singapore,100,"Deep Learning, Spark, TensorFlow, Statistics",PhD,12,Media,2025-01-05,2025-03-13,7.3,Ai Innovations,False,False,67,High
AI13976,Ml Ops Engineer,222864,USD,Part Time,United States,L,United States,50,"Java, Linux, AWS",Master,15,Real Estate,2024-03-18,2024-04-29,9.8,Ai Innovations,False,False,42,High
AI10618,Ai Research Scientist,222205,EUR,FT,Netherlands,M,Netherlands,0,"SQL, Python, Data Visualization, NLP",Bachelor,13,Automotive,2024-09-08,2024-11-04,8.7,Ai Innovations,False,False,57,High
AI05373,Nlp Engineer,222049,USD,Contract,Singapore,S,Singapore,0,"Tableau, Data Visualization, Kubernetes",Associate,19,Technology,2024-08-26,2024-10-03,9.3,Ai Innovations,False,False,38,High
AI13864,Data Engineer,221935,USD,FT,Norway,L,Norway,50,"Hadoop, Python, TensorFlow, Azure, Linux",Associate,7,Telecommunications,2025-03-23,2025-05-15,8.2,Ai Innovations,False,False,53,High
AI01537,Deep Learning Engineer,221670,USD,Contract,Singapore,S,United States,0,"Git, Python, SQL",Master,14,Technology,2025-02-19,2025-04-17,5.7,Ai Innovations,False,False,57,High
AI08958,Ai Research Scientist,221021,USD,Part Time,Denmark,S,Denmark,100,"Mathematics, Java, GCP, Linux",PhD,12,Automotive,2024-06-20,2024-07-10,6.2,Ai Innovations,False,False,20,High
AI12230,Ai Research Scientist,220069,EUR,FT,Netherlands,S,Norway,50,"R, Tableau, MLOps, SQL",Associate,17,Manufacturing,2024-02-13,2024-04-20,7.6,Ai Innovations,False,False,67,High
AI01597,Research Scientist,219333,USD,FT,Sweden,S,Sweden,0,"R, SQL, Deep Learning, Computer Vision",Associate,13,Consulting,2024-04-01,2024-04-28,5.8,Ai Innovations,False,False,27,High
AI04437,Ai Software Engineer,218860,EUR,Part Time,France,M,France,50,"Linux, SQL, Kubernetes",Associate,18,Consulting,2025-01-08,2025-01-27,9.3,Ai Innovations,False,False,19,High
AI06330,Ai Specialist,217666,EUR,Part Time,Netherlands,L,Netherlands,100,"NLP, Python, Java, TensorFlow",Bachelor,18,Telecommunications,2024-01-30,2024-03-20,9.2,Ai Innovations,False,False,50,High
AI03171,Head Of Ai,216758,USD,Part Time,Denmark,M,Denmark,50,"Data Visualization, R, Python, Azure",PhD,18,Automotive,2025-04-19,2025-05-30,7.0,Ai Innovations,False,False,41,High
AI06830,Ai Research Scientist,216227,USD,Part Time,Denmark,M,Denmark,0,"Git, Docker, MLOps",Associate,17,Automotive,2024-08-21,2024-10-11,8.3,Ai Innovations,False,False,51,High
AI00629,Robotics Engineer,215554,USD,FT,Switzerland,M,Switzerland,50,"Python, Azure, Statistics, GCP",Bachelor,8,Education,2024-10-15,2024-12-21,7.2,Ai Innovations,True,False,67,High
AI14410,Principal Data Scientist,215126,EUR,Contract,Germany,L,Singapore,100,"Kubernetes, AWS, SQL",Associate,10,Consulting,2025-02-27,2025-04-07,9.7,Ai Innovations,False,False,39,High
AI08874,Machine Learning Engineer,213758,USD,Contract,Singapore,M,Singapore,100,"Kubernetes, Scala, PyTorch, Hadoop, Deep Learning",Associate,16,Finance,2024-10-14,2024-12-02,9.6,Ai Innovations,False,False,49,High
AI02726,Head Of Ai,213440,GBP,Contract,United Kingdom,M,United Kingdom,0,"R, MLOps, Linux, Hadoop, Python",Associate,14,Manufacturing,2024-12-15,2025-02-15,5.9,Ai Innovations,False,False,62,High
AI06925,Machine Learning Researcher,212170,EUR,Full Time,France,M,France,50,"Azure, Docker, Tableau",PhD,13,Healthcare,2024-01-26,2024-02-22,9.2,Ai Innovations,False,False,27,High
AI13235,Nlp Engineer,212101,EUR,Full Time,Netherlands,S,Netherlands,100,"Hadoop, Data Visualization, Git, Kubernetes",Bachelor,13,Finance,2024-06-30,2024-08-30,5.6,Ai Innovations,False,False,61,High
AI08149,Principal Data Scientist,211993,EUR,Part Time,Germany,S,Germany,100,"GCP, Python, Data Visualization, TensorFlow, Deep Learning",Associate,10,Government,2024-03-09,2024-04-15,8.0,Ai Innovations,False,False,37,High
AI02164,Head Of Ai,211195,USD,FT,Switzerland,M,Switzerland,100,"TensorFlow, Deep Learning, Java, Python",Associate,7,Healthcare,2024-08-18,2024-09-24,7.0,Ai Innovations,False,False,37,High
AI02755,Data Engineer,211143,USD,FT,Norway,S,Norway,50,"MLOps, Git, R, SQL",Master,11,Energy,2024-12-28,2025-02-02,8.4,Ai Innovations,False,False,36,High
AI13939,Ml Ops Engineer,211106,USD,Full Time,Australia,S,Australia,50,"Scala, Computer Vision, Linux",Master,13,Gaming,2024-01-31,2024-03-02,8.3,Ai Innovations,False,False,31,High
AI05853,Ml Ops Engineer,209153,EUR,Full Time,Netherlands,S,Israel,0,"Kubernetes, Azure, Data Visualization, MLOps, Python",Master,14,Automotive,2024-05-15,2024-07-06,6.6,Ai Innovations,False,False,52,High
AI01704,Ai Research Scientist,208210,USD,Full Time,Singapore,S,Singapore,50,"TensorFlow, Computer Vision, NLP, Deep Learning",Master,11,Consulting,2024-04-23,2024-06-02,9.7,Ai Innovations,False,False,40,High
AI13860,Robotics Engineer,207081,USD,Part Time,Denmark,L,Denmark,100,"Python, AWS, Java, Kubernetes, Data Visualization",Bachelor,11,Finance,2025-02-12,2025-03-20,6.2,Ai Innovations,True,False,36,High
AI05562,Data Engineer,205495,EUR,Contract,Germany,L,Germany,100,"Data Visualization, Python, Java, TensorFlow, PyTorch",Master,17,Finance,2024-11-18,2025-01-17,7.8,Ai Innovations,False,False,60,High
AI04596,Deep Learning Engineer,204974,USD,Contract,United States,S,Norway,0,"Java, Kubernetes, Mathematics, R, Docker",Master,14,Media,2024-04-27,2024-06-20,8.3,Ai Innovations,False,False,54,High
AI02391,Ai Specialist,203440,USD,Contract,Ireland,L,Ireland,50,"Linux, Scala, Mathematics, Deep Learning, TensorFlow",Bachelor,11,Finance,2025-04-22,2025-05-22,5.3,Ai Innovations,False,False,30,High
AI00989,Head Of Ai,203407,EUR,Part Time,France,L,United Kingdom,0,"GCP, AWS, SQL, Data Visualization, NLP",Master,10,Real Estate,2024-07-06,2024-08-27,7.1,Ai Innovations,False,False,52,High
AI04247,Research Scientist,201686,GBP,FT,United Kingdom,S,United Kingdom,0,"Python, Docker, Statistics, Data Visualization",Bachelor,13,Technology,2024-07-05,2024-08-11,6.5,Ai Innovations,True,False,37,High
AI02767,Research Scientist,201277,USD,Contract,Norway,L,Norway,50,"Python, GCP, TensorFlow, Kubernetes, Hadoop",PhD,9,Gaming,2024-10-04,2024-10-18,9.6,Ai Innovations,True,False,14,High
AI01066,Computer Vision Engineer,199888,USD,Full Time,Singapore,S,Sweden,100,"Azure, Data Visualization, SQL, PyTorch, Computer Vision",Bachelor,17,Media,2024-07-26,2024-08-25,8.6,Ai Innovations,False,False,30,High
AI13169,Head Of Ai,199670,USD,Part Time,Australia,M,United States,0,"Spark, GCP, Azure, Deep Learning",PhD,16,Healthcare,2024-08-24,2024-10-06,9.1,Ai Innovations,False,False,43,High
AI00243,Robotics Engineer,199039,USD,Part Time,Canada,S,Canada,0,"Git, Docker, Statistics, Mathematics",Master,15,Real Estate,2024-09-19,2024-10-16,6.2,Ai Innovations,False,False,27,High
AI03416,Ai Specialist,198798,USD,FT,Israel,L,Israel,0,"Computer Vision, PyTorch, Linux, R",Bachelor,17,Retail,2024-09-17,2024-10-23,8.2,Ai Innovations,False,False,36,High
AI09873,Ai Software Engineer,197239,USD,Full Time,Denmark,S,Denmark,100,"Linux, Kubernetes, Python, TensorFlow, GCP",PhD,17,Telecommunications,2024-04-24,2024-05-21,7.7,Ai Innovations,False,False,27,High
AI02585,Research Scientist,196014,USD,FT,Australia,S,Australia,0,"Kubernetes, Scala, Data Visualization, Git, Python",PhD,12,Consulting,2024-03-24,2024-04-17,8.3,Ai Innovations,False,False,24,High
AI05329,Head Of Ai,195957,USD,Contract,Canada,M,Finland,50,"SQL, Kubernetes, Tableau, Azure",PhD,18,Consulting,2024-07-16,2024-08-25,7.9,Ai Innovations,False,False,40,High
AI12496,Robotics Engineer,195798,USD,Contract,Sweden,S,Sweden,50,"Spark, MLOps, PyTorch",PhD,15,Gaming,2024-02-03,2024-02-29,7.6,Ai Innovations,False,False,26,High
AI10849,Ai Product Manager,193955,USD,Full Time,Singapore,L,Singapore,100,"Python, TensorFlow, Mathematics, Data Visualization",Master,12,Automotive,2024-05-26,2024-06-27,8.5,Ai Innovations,True,False,32,High
AI02467,Ai Specialist,192117,USD,Contract,Norway,L,Norway,50,"Computer Vision, Docker, Mathematics, Deep Learning, Java",Associate,8,Real Estate,2024-02-24,2024-04-19,8.6,Ai Innovations,False,False,55,High
AI07100,Ai Specialist,191955,USD,Full Time,United States,S,United States,100,"R, Statistics, Kubernetes, Scala, Computer Vision",PhD,12,Government,2024-10-11,2024-12-23,6.7,Ai Innovations,False,False,73,High
AI00434,Nlp Engineer,191741,USD,Contract,China,L,China,0,"SQL, R, Linux, AWS, TensorFlow",PhD,11,Transportation,2024-11-13,2024-12-21,5.7,Ai Innovations,False,False,38,High
AI03155,Data Analyst,191672,USD,Contract,Switzerland,S,China,100,"Docker, Data Visualization, Tableau, Deep Learning, GCP",Bachelor,9,Energy,2024-10-02,2024-11-18,9.2,Ai Innovations,False,False,47,High
AI07628,Ai Specialist,191044,USD,Contract,Canada,M,Canada,100,"R, Git, Data Visualization, PyTorch, Spark",PhD,10,Healthcare,2025-04-20,2025-05-26,8.7,Ai Innovations,False,False,36,High
AI03107,Computer Vision Engineer,190339,GBP,Contract,United Kingdom,S,United Kingdom,50,"R, Hadoop, Data Visualization",Associate,18,Real Estate,2024-08-12,2024-10-24,8.8,Ai Innovations,False,False,73,High
AI14998,Nlp Engineer,189490,USD,Contract,South Korea,L,South Korea,50,"Scala, Spark, NLP",Associate,17,Manufacturing,2024-03-19,2024-05-02,7.4,Ai Innovations,False,False,44,High
AI08090,Ml Ops Engineer,189488,USD,Contract,Australia,M,Australia,100,"GCP, PyTorch, TensorFlow, MLOps",PhD,16,Automotive,2024-11-14,2025-01-08,6.0,Ai Innovations,False,False,55,High
AI14093,Data Scientist,188593,EUR,Part Time,Germany,S,Germany,100,"Hadoop, MLOps, NLP, Python",Bachelor,17,Finance,2025-02-19,2025-03-30,8.4,Ai Innovations,False,False,39,High
AI07117,Nlp Engineer,188294,USD,Full Time,Switzerland,S,Switzerland,50,"Azure, PyTorch, Scala",Associate,14,Transportation,2025-04-01,2025-05-30,6.2,Ai Innovations,False,False,59,High
AI01723,Machine Learning Researcher,186801,USD,FT,Norway,M,Norway,0,"Azure, Data Visualization, TensorFlow",Bachelor,15,Real Estate,2024-02-02,2024-03-21,7.0,Ai Innovations,False,False,48,High
AI12030,Computer Vision Engineer,185654,USD,Full Time,Canada,M,Canada,100,"Python, Scala, GCP",Associate,10,Manufacturing,2024-02-05,2024-02-27,6.6,Ai Innovations,True,False,22,High
AI06634,Data Analyst,185271,USD,Full Time,Denmark,S,Denmark,100,"PyTorch, SQL, Deep Learning",Bachelor,15,Media,2024-03-09,2024-05-14,8.6,Ai Innovations,False,False,66,High
AI09429,Deep Learning Engineer,183904,USD,Contract,Denmark,M,Denmark,100,"GCP, Statistics, Data Visualization, Spark",Bachelor,7,Telecommunications,2024-06-26,2024-07-13,6.8,Ai Innovations,False,False,17,High
AI07329,Machine Learning Engineer,183381,USD,Full Time,Australia,M,Australia,50,"GCP, Azure, Hadoop, Scala",Bachelor,11,Real Estate,2024-04-14,2024-06-21,5.6,Ai Innovations,False,False,68,High
AI12485,Ai Consultant,182862,USD,FT,Finland,L,Finland,0,"Git, Data Visualization, Statistics, Deep Learning",Master,18,Technology,2025-02-15,2025-04-09,8.9,Ai Innovations,False,False,53,High
AI14185,Robotics Engineer,182497,USD,Contract,United States,L,India,100,"TensorFlow, Git, GCP",PhD,7,Education,2025-03-22,2025-04-24,6.5,Ai Innovations,False,False,33,High
AI08808,Ai Software Engineer,182055,USD,Part Time,United States,L,Germany,100,"Hadoop, R, Tableau, MLOps, PyTorch",Master,9,Telecommunications,2024-01-21,2024-03-02,5.4,Ai Innovations,False,False,41,High
AI13735,Data Scientist,181731,USD,Contract,Canada,L,Canada,50,"Tableau, Java, R, Data Visualization",Master,12,Real Estate,2025-02-15,2025-04-07,5.2,Ai Innovations,False,False,51,High
AI00018,Machine Learning Engineer,181139,EUR,Contract,France,L,France,100,"MLOps, PyTorch, Azure",Associate,15,Real Estate,2024-04-24,2024-06-03,8.7,Ai Innovations,False,False,40,High
AI00196,Ai Software Engineer,180764,EUR,Contract,France,S,France,100,"GCP, TensorFlow, Data Visualization",Master,17,Gaming,2025-02-17,2025-03-16,7.6,Ai Innovations,False,False,27,High
AI10328,Robotics Engineer,180558,USD,Full Time,Australia,M,Finland,0,"GCP, TensorFlow, Scala",Associate,15,Real Estate,2025-01-31,2025-02-24,9.0,Ai Innovations,False,False,24,High
AI03469,Machine Learning Engineer,179942,USD,Part Time,Ireland,M,Ireland,0,"R, SQL, NLP",Associate,11,Retail,2024-06-07,2024-06-26,6.7,Ai Innovations,False,False,19,High
AI09817,Machine Learning Researcher,179329,USD,Part Time,Australia,M,Australia,100,"Python, TensorFlow, MLOps",Master,15,Telecommunications,2024-06-09,2024-06-25,5.6,Ai Innovations,True,False,16,High
AI10852,Robotics Engineer,178857,USD,Part Time,Denmark,M,Denmark,50,"Python, Kubernetes, Spark",Master,9,Transportation,2025-03-23,2025-04-22,9.2,Ai Innovations,True,False,30,High
AI07953,Nlp Engineer,178405,USD,Full Time,Austria,L,Austria,50,"SQL, Kubernetes, Azure, Data Visualization",Bachelor,18,Manufacturing,2024-02-28,2024-03-25,9.3,Ai Innovations,False,False,26,High
AI10257,Head Of Ai,176165,EUR,FT,Germany,S,Germany,50,"Linux, Docker, AWS, SQL",Associate,13,Media,2025-04-17,2025-05-25,7.9,Ai Innovations,False,False,38,High
AI09750,Data Scientist,175391,USD,Contract,United States,M,United States,50,"Azure, Kubernetes, MLOps, GCP, PyTorch",PhD,7,Telecommunications,2024-12-02,2025-01-25,9.7,Ai Innovations,False,False,54,High
AI04006,Data Scientist,174970,USD,Part Time,Switzerland,L,Switzerland,0,"Python, MLOps, Data Visualization, Azure",Associate,3,Automotive,2024-01-24,2024-03-30,5.9,Ai Innovations,True,False,66,High
AI04997,Research Scientist,174739,USD,Full Time,Denmark,S,Japan,0,"SQL, PyTorch, Tableau, Docker, Data Visualization",PhD,11,Real Estate,2025-01-10,2025-02-24,8.4,Ai Innovations,False,False,45,High
AI12177,Autonomous Systems Engineer,174360,EUR,FT,Netherlands,M,Netherlands,50,"PyTorch, Azure, Tableau, Python",Bachelor,16,Energy,2025-01-27,2025-02-10,8.5,Ai Innovations,False,False,14,High
AI03325,Nlp Engineer,174194,EUR,FT,Germany,L,Germany,0,"SQL, NLP, Java, Scala",Bachelor,5,Finance,2024-11-23,2025-01-26,5.7,Ai Innovations,False,False,64,High
